temperature,reactant_0,reactant_1,reactant_2,reactant_3,solvent_0,catalyst_0,product_0,product_1,reactant_4,reactant_5,reactant_6,reactant_7
384.0668200984377,NC1=NC(=NC(=C1)C)C,C([O-])([O-])=O.[Cs+].[Cs+],CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C51)P(C6=CC=CC=C6)C7=CC=CC=C7)C,ClC=1C=C(C#N)C=C(C1N1N=C2C(C(=NC=C2)Cl)=C1)Cl,O,C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],[OH-].[NH4+],ClC=1C=C(C#N)C=C(C1N1N=C2C(C(=NC=C2)NC2=NC(=NC(=C2)C)C)=C1)Cl,,,,
367.1581169395047,C([O-])([O-])=O.[Cs+].[Cs+],CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C51)P(C6=CC=CC=C6)C7=CC=CC=C7)C,ClC=1C=C(C#N)C=C(C1N1N=C2C(C(=NC=C2)Cl)=C1)Cl,NC1=CC(=NC=N1)NC(=O)C1CC1,O,C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.C=1C=CC(=CC1)/C=C/C(=O)/C=C/C2=CC=CC=C2.[Pd].[Pd],[OH-].[NH4+],ClC1=C(C(=CC(=C1)C#N)Cl)N1N=C2C(C(=NC=C2)NC2=CC(=NC=N2)NC(=O)C2CC2)=C1,,,,
334.44624457671046,NC1C(NCC1)=O,C1CCC2=NCCCN2CC1,C(=C)S(=O)(=O)C1=CC=CC=C1,CC1=NC(=NC(=C1)C1=CC=C(C=C1)C(F)(F)F)C=O,C(Cl)Cl,C(C)(=O)[O-].[Ag+],N.CO,CC1=NC(=NC(=C1)C1=CC=C(C=C1)C(F)(F)F)C1=NC2(CC1)C(NCC2)=O,,,,
350.7813348763856,O,CN1CC[C@]23C4=C5C=CC(=C4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,,,C(=O)O,[Pd],[OH-].[NH4+],CN1CC[C@]23C4=C5C=CC(=C4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)OC,,,,
356.7709945429963,C(C(=O)Cl)(=O)Cl,N1=C(SC=2CCOC3=C(C12)C=CC=C3)C(=O)O,ClC=1C=C(C(=O)NC)C=CC1NC,C([O-])(O)=O.[Na+],C(C)#N,CN(C)C=O,C(C)OC(=O)C=1SC=2CCOC3=C(C2N1)C=CC=C3,ClC1=C(C=CC(=C1)C(NC)=O)N(C(=O)C=1SC=2CCOC3=C(C2N1)C=CC=C3)C,,,,
317.816585093194,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(CC3=C(C=CC=C3)Cl)=O)C1,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(=O)OC)C1,C(C)(=O)O,ClC1=C(C=CC=C1)CC(=O)O,C(C)(=O)OCC,[Cu](Br)Br,BrC=1C=CC2=C(OCCC3=C2SC(=C3)C(CC3=C(C=CC=C3)Cl)=O)C1,BrC(C(=O)C1=CC2=C(C3=C(OCC2)C=C(C=C3)Br)S1)C1=C(C=CC=C1)Cl,,,,
319.0453093607052,C(=O)([O-])[O-].[Cs+].[Cs+],ClC1=CC=C2C(=N1)C=C(N2S(=O)(=O)C2=CC=CC=C2)C=2OC=CN2,N(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,,C1(=CC=CC=C1)C,C1(CCCCC1)P(C1=C(C=CC=C1)C1=C(C=C(C=C1C(C)C)C(C)C)C(C)C)C1CCCCC1.NC1=C(C=CC=C1)C1=C(C=CC=C1)[Pd]Cl,O1C(=NC=C1)C1=CC2=NC(=CC=C2N1S(=O)(=O)C1=CC=CC=C1)N(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,O1C(=NC=C1)C1=CC2=NC(=CC=C2N1)N(NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,,,,
328.00088353881927,C(C)OC(C(C(=O)O)C1=CC=CC=C1)=O,C(C)N(CC)CC,C(C(=O)Cl)(=O)Cl,ClC1=CC=C(C=N1)CNC1=NC=CC=C1,ClCCl,CN(C=O)C,C(C)OC(C(C(=O)O)C1=CC=CC=C1)=O,C(C)OC(C(C(=O)N(C1=NC=CC=C1)CC=1C=NC(=CC1)Cl)C1=CC=CC=C1)=O,,,,
364.9837796063345,C(C)N(C(=O)C1C(C(CCC1)Br)=O)CC,FCCNC1=CC(=CC=C1)F,,,CC(C)O,[Cl-].[Zn+2].[Cl-],C(C)N(C(=O)C1CCCC=2N(C3=CC(=CC=C3C12)F)CCF)CC,C(C)N(C(=O)C1CCCC=2N(C3=CC=CC(=C3C12)F)CCF)CC,,,,
347.7570812855462,ClCC1=CC=C(C=C1)N1N=CC=C1,O.O.O.P(=O)([O-])([O-])[O-].[K+].[K+].[K+],O,ClC=1C(=C(C(=O)OC)C=C(C1C(F)(F)F)B1OC(C(O1)(C)C)(C)C)O,C(C)(=O)OCC,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,ClC=1C(=C(C(=O)O)C=C(C1C(F)(F)F)CC1=CC=C(C=C1)N1N=CC=C1)O,ClC=1C(=C(C(=O)OC)C=C(C1C(F)(F)F)CC1=CC=C(C=C1)N1N=CC=C1)O,,,,
322.85711395139947,O1CC=CC1,COC(=O)C1=NC=C(C=C1)Br,C(C)(C)(C)P(C(C)(C)C)C(C)(C)C,C(C)(=O)[O-].[Na+],CN(C)C=O,C(C)(=O)[O-].C(C)(=O)[O-].[Pd+2],COC(=O)C1=NC=C(C=C1)C=1OCCC1,COC(=O)C1=NC=C(C=C1)C=1COCC1,,,,
336.147271606919,COC(=O)C1=NC(=C(C=C1)Br)OCC1CC1,COC(=O)C1=NC(=C(C=C1)C=1COCC1)OCC1CC1,C(C)(C)(C)P(C(C)(C)C)C(C)(C)C,O1CC=CC1,O,C(C)(=O)[O-].[Pd+2].C(C)(=O)[O-],COC(=O)C1=NC(=C(C=C1)C=1COCC1)OCC1CC1,COC(=O)C1=NC(=C(C=C1)C=1OCCC1)OCC1CC1,C(C)(=O)[O-].[Na+],,,
307.10188213669454,C(=O)([O-])[O-].[Cs+].[Cs+],NC=1C=CC(=C(C1)N1N=NN(C1=O)C)OC1COC1,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,ClC1=NC=C(C(=N1)NC1CC(N2CCCC2C1)(C)C)F,O1CCOCC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],N.CO,FC=1C(=NC(=NC1)NC=1C=CC(=C(C1)N1N=NN(C1=O)C)OC1COC1)NC1CC(N2CCCC2C1)(C)C,,,,
384.1145625617868,C(=O)([O-])[O-].[Cs+].[Cs+],NC=1C(=CC(=C(C1)N1N=NN(C1=O)C)OC(CO)(C)C)F,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,Cl.CC1(N2CCC[C@H]2C[C@H](C1)NC1=NC(=NC=C1C#N)Cl)C,O1CCOCC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],N.CO,CC1(N2CCC[C@H]2C[C@H](C1)NC1=NC(=NC=C1C#N)NC1=C(C=C(C(=C1)N1N=NN(C1=O)C)OC(CO)(C)C)F)C,,,,
373.85235937009816,C(=O)([O-])[O-].[Cs+].[Cs+],C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,NC=1C(=CC(=C(C1)N1N=NN(C1=O)C)OC(CO)(C)C)F,Cl.ClC1=NC=C(C(=N1)N[C@H]1CC(N2CCC[C@H]2C1)(C)C)F,O1CCOCC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],N.CO,OCC(C)(OC1=C(C=C(C(=C1)F)NC1=NC=C(C(=N1)N[C@H]1CC(N2CCC[C@H]2C1)(C)C)F)N1N=NN(C1=O)C)C,,,,
275.8261441395666,C1=C(C=CC=2C3=CC=CC=C3C3(C12)C1=CC=CC=C1C=1C=CC(=CC13)CO)CO,,,,C1(=CC=CC=C1)C,[O-2].[Cr+6].[O-2].[O-2],OCC1=CC2=C(C=C1)C1=CC=CC=C1C21C2=CC=CC=C2C=2C=CC(=CC12)C=O,C1=C(C=CC=2C3=CC=CC=C3C3(C12)C1=CC=CC=C1C=1C=CC(=CC13)C=O)C=O,,,,
308.7198866221116,COC1=CC2=C(C=C1)NC=C2CCO,C1(=CC=CC=C1)S(=O)(=O)Cl,,,[OH-].[Na+],S(=O)(=O)(O)[O-].C(CCC)[N+](CCCC)(CCCC)CCCC,C1(=CC=CC=C1)S(=O)(=O)N1C=C(C2=CC(=CC=C12)OC)CCOS(=O)(=O)C1=CC=CC=C1,C1(=CC=CC=C1)S(=O)(=O)N1C=C(C2=CC(=CC=C12)OC)CCO,,,,
253.38498424911177,CC1=NC(=C(C(=N1)Cl)[N+](=O)[O-])Cl,N1(CCCC1)C(=CC1=CC=C(C=C1)OC)C,N1CCCC1,Cl[Sn]Cl,CCN(CC)CC,Cl[Ti](Cl)(Cl)Cl,COC1=CC=C(C=C1)CC1=NC=2C(NC(=NC2)C2CC(NCC2)C)=C1,CC1NC(CC(C1)C1=NC=C2C(N1)=C(C=N2)C2=CC=C(C=C2)OC)C,COC1=CC=C(C=C1)CC(C)=O,C(C)(C)N(C(C)C)CC,N1CCCCC1,
249.8054416436627,[H][H],N1CCCC1,NN1CCCC1,N1NC(CC=C1)CO,CO,[Pd],N1NCCC=C1,NC1C=CN2C=CC=C12,N1NCCCC1,N1NCCC=C1,,
314.8475665878308,[H][H],ClC1=C(C=C(C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C=C1)[N+](=O)[O-],,,C1=CC=CC=C1,[Pd],Cl,NC=1C=C(C(=O)C2=CC=C(C=C2)N)C=CC1,,,,
242.47894409866583,ClC1=C(C(=O)C2=CC(=C(C=C2)Br)[N+](=O)[O-])C=C(C=C1)[N+](=O)[O-],[H][H],,,C1=CC=CC=C1,[Pd],Cl,NC=1C=C(C(=O)C2=CC(=CC=C2)N)C=CC1,,,,
251.3468478841246,CS(=O)(=O)OC,C1(=CC=CC=C1)CC(=O)OC,[Cl-].[NH4+],,CN(C=O)C,S(=O)(=O)([O-])C1=CC=C(C)C=C1.C(C)[N+](CC)(CC)CC,CC(C(=O)O)C1=CC=CC=C1,CC(C(=O)OC)C1=CC=CC=C1,,,,
322.8502379104147,CS(=O)(=O)OCC,C1(=CC=CC=C1)CC(=O)OC,[Cl-].[NH4+],,CN(C=O)C,S(=O)(=O)([O-])C1=CC=C(C)C=C1.C(C)[N+](CC)(CC)CC,C(C)C(C(=O)OC)C1=CC=CC=C1,C(C)C(C(=O)O)C1=CC=CC=C1,,,,
246.3194061458877,COC1=CC=C(C=C1)CC(=O)OC,CI,[Cl-].[NH4+],,CC(=O)N(C)C,[Pt],CC(C(=O)O)C1=CC=C(C=C1)OC,CC(C(=O)OC)C1=CC=C(C=C1)OC,,,,
296.14651230614203,C(CCC)[Li],CC1CC=CC(C1)=O,CN[C@H](CN1CCCCC1)C1=CC=CC=C1,,CCOCC,[Cu]I,C(CCC)[C@@H]1CC(C[C@H](C1)C)=O,C[C@@H]1CC=CC(C1)=O,,,,
305.06877753917246,C(=O)([O-])[O-].[Na+].[Na+],COC1=CC=CC(=N1)B1OCCN(CCO1)C1=CC=CC=C1,NC=1N=C(C/2=C(N1)C[C@@H](N\C2=N/O)C2=C(C=C(C=C2)F)Br)C,,CC(=O)N(C)C,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],NC=1N=C(C/2=C(N1)C[C@@H](N\C2=N/O)C2=C(C=C(C=C2)F)C2=NC(=CC=C2)OC)C,NC=1N=C(C/2=C(N1)C[C@@H](N\C2=N/O)C2=C(C=C(C=C2)F)Br)C,,,,
310.04775335416423,C([O-])([O-])=O.[K+].[K+],OCC=1C=C(C=CC1)B(O)O,Cl.BrC=1C=C(C=CC1F)CN,,O,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,[NH4+].[OH-],NCC=1C=CC(=C(C1)C1=CC(=CC=C1)CO)F,,,,
256.3176792403553,C(C1=CC=CC=C1)OC(NC1CC2=CC=C(C=C2C1)Br)=O,[Br-].C(C(C)C)[Zn+],,,C1CCOC1,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],C(C)(=O)OCC.CCCC(C)C,C(C1=CC=CC=C1)OC(N[C@H]1CC2=CC=C(C=C2C1)CC(C)C)=O,,,,
248.21411402901404,C(C1=CC=CC=C1)OC[C@@H](CC([C@H](C[C@@H](C(C)C)CC1=CC=C2C=NN(C2=C1)CCCOC)NC(OC(C)(C)C)=O)O)C(C)C,,,,CO,[OH-].[OH-].[Pd+2],O[C@H]([C@H](C[C@@H](C(C)C)CC1=CC=C2C=NN(C2=C1)CCCOC)NC(OC(C)(C)C)=O)C[C@@H](C(C)C)CO,O[C@@H]([C@H](C[C@@H](C(C)C)CC1=CC=C2C=NN(C2=C1)CCCOC)NC(OC(C)(C)C)=O)C[C@@H](C(C)C)CO,,,,
259.3257387856675,C(C=C)I,C(C)(C)(C)OC(=O)N1N=CC2=CC(=CC=C12)C(=O)C1(CNCC1)CC=C,,,CO,[Pd],C(C)(C)(C)OC(=O)N1N=CC2=CC(=CC=C12)C(=O)C1(CNCC1)CC=C,C(C)(C)(C)OC(=O)N1N=CC2=CC(=CC=C12)C(C1(CNCC1)CCC)O,,,,
257.95344604452043,C([O-])([O-])=O.[K+].[K+],OCC=1C=C(C=CC1)B(O)O,Cl.BrC=1C=C(C=CC1F)CN,,O,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,[NH4+].[OH-],NCC=1C=CC(=C(C1)C1=CC(=CC=C1)CO)F,,,,
229.3942943644418,CCCCCCC,CCCCCCCC,C1=CC=CC=C1,CCCCCC,C1(=CC=CC=C1)C,[Pt],CC(C)CCCCC,C(C)C1=CC=CC=C1,,,,
310.07627695076854,CO[C@@H]1[C@H](CC(=C[C@H]1NC(OC(C)(C)C)=O)C1=C(C=NC=C1)[N+](=O)[O-])C,,,,CCO,[Pd],C(N)([O-])=O,NC=1C=NC=CC1[C@@H]1C[C@@H]([C@H]([C@@H](C1)NC(OC(C)(C)C)=O)OC)C,,,,
322.53885682983037,C(C1=CC=CC=C1)OC(=O)NC=1C=NC=CC1[C@H]1C[C@H](C2(OCCO2)[C@H](C1)C)NC(OCC1=CC=CC=C1)=O,C(=O)(OCC1=CC=CC=C1)ON1C(=O)CCC1=O,,,C(Cl)Cl,[Pd],NC=1C=NC=CC1[C@H]1C[C@H](C2(OCCO2)[C@H](C1)C)NC(OCC1=CC=CC=C1)=O,NC=1C=NC=CC1[C@@H]1C[C@@H](C2(OCCO2)[C@@H](C1)C)NC(OCC1=CC=CC=C1)=O,,,,
282.7524314232581,FC(C(=O)O)(F)F,C(C)(C)(C)OC(NCC1CCC(CC1)(C)O)=O,,,ClCCl,O,FC(C(=O)O)(F)F,NCC1CCC(CC1)(O)C,,,,
247.0504568694134,BrC1=CC=C(C=C1)I,FC(C(F)(F)F)(F)I,,,CS(=O)C,[Cu],BrC1=CC=C(C=C1)C(C(F)(F)F)(F)F,IC1=CC=C(C=C1)C(C(F)(F)F)(F)F,,,,
242.44745333656144,C1(=CC=CC=C1)C,C(N)(OC[C@@H](C)C1=NC2=CC=C(C=C2C=N1)OCCCCCCC)=O,C(C)(=O)O.C(C)(=O)O.IC1=CC=CC=C1,[O-2].[Mg+2],C(Cl)Cl,CC(C)(CC1=CC(=CC=C1)CC(C)(C)C(=O)O)C(=O)O.CC(C)(CC1=CC(=CC=C1)CC(C)(C)C(=O)O)C(=O)O.[Rh].[Rh],C(N)(OC[C@@H](C)C1=NC2=CC=C(C=C2C=N1)OCCCCCCC)=O,C(CCCCCC)OC=1C=C2C=NC(=NC2=CC1)[C@]1(NC(OC1)=O)C,,,,
267.66386728171847,CC1(OB(OC1(C)C)C=1C=NC=C(C1)C(F)(F)F)C,C(=O)([O-])[O-].[K+].[K+],CCOC(=O)C,BrC1=CC2=C(NCCOC2)N=C1,O,CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.CC(C)(C)P(C1=CC=C(C=C1)N(C)C)C(C)(C)C.Cl[Pd]Cl,C(C1=CC=CC=C1)(=O)N=C=O,FC(C=1C=C(C=NC1)C1=CC2=C(NCCOC2)N=C1)(F)F.FC(C=1C=C(C=NC1)C1=CC2=C(NCCOC2)N=C1)(F)F,,,,
285.1959769993078,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)F)F)NCC(F)F,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,FC(CNC1=C(N=C2C(=N1)CNCC2)N2CCC(CC2)OC2=C(C=C(C=C2)F)F)F,,,,
310.04689936298706,CC(C)([O-])C.[Na+],OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)Cl,C1(CCC1)N,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(=O)(C(F)(F)F)O,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC1CCC1,,,,
235.32786813377362,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC1CCC1,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C1(CCC1)NC1=C(N=C2C(=N1)CNCC2)N2CCC(CC2)OC2=C(C=C(C=C2)OC)F,C(=O)(C(F)(F)F)O,,,,
304.8240643234633,CC(C)([O-])C.[Na+],C(C)(C)N,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1C(C2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)F)F)Cl)C,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(=O)(C(F)(F)F)O,C(C1=CC=CC=C1)N1C(C2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)F)F)NC(C)C)C,,,,
229.58793649313765,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1C(C2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)F)F)NC(C)C)C,,,,C1CCOC1,[OH-].[OH-].[Pd+2],FC1=C(OC2CCN(CC2)C=2N=C3C(=NC2NC(C)C)C(NCC3)C)C=CC(=C1)F,C(=O)(C(F)(F)F)O,,,,
229.27497440004998,CC(C)([O-])C.[Na+],CC(C)N,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)C(=O)C1=C(C=CC(=C1)Cl)F)Cl,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)C(=O)C1=C(C=CC(=C1)Cl)F)NC(C)C,C(=O)(C(F)(F)F)O,,,,
310.0672523450877,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)C(=O)C1=C(C=CC(=C1)Cl)F)NC(C)C,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,ClC=1C=CC(=C(C1)C(=O)C1CCN(CC1)C=1N=C2C(=NC1NC(C)C)CNCC2)F,,,,
294.0179026961029,Cl.FC1=C(OC2CCNCC2)C=CC(=C1)OC,CC(C)([O-])C.[Na+],OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC1CC1)Cl,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(=O)(C(F)(F)F)O,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC1CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F,,,,
316.2089852036936,CC(C)([O-])C.[Na+],OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)Cl,C1(CC1)N,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(=O)(C(F)(F)F)O,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC1CC1,,,,
261.0245443751605,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC1CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,C1(CC1)NC=1N=C2C(=NC1N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)CNCC2,,,,
264.887739336753,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC1CC1,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,C1(CC1)NC1=C(N=C2C(=N1)CNCC2)N2CCC(CC2)OC2=C(C=C(C=C2)OC)F,,,,
270.87064232923655,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)C(F)C1=C(C=C(C=C1)F)F)NC1CC1,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C1(CC1)NC1=C(N=C2C(=N1)CNCC2)N2CCC(CC2)C(F)C2=C(C=C(C=C2)F)F,C(=O)(C(F)(F)F)O,,,,
309.5383297023444,Cl.FC1=C(OC2CCNCC2)C=CC(=C1)OC,CC(C)([O-])C.[Na+],OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)Cl,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F,C(=O)(C(F)(F)F)O,,,,
296.6953841541471,CC(C)([O-])C.[Na+],Cl.FC1=C(C=CC(=C1)F)C(C1CCNCC1)F,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)Cl,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(=O)(C(F)(F)F)O,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)N1CCC(CC1)C(F)C1=C(C=C(C=C1)F)F,,,,
305.4864331861543,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,FC1=C(OC2CCN(CC2)C2=C(N=C3C(=N2)CNCC3)NC(C)C)C=CC(=C1)OC,,,,
280.79063452326113,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)NC(C)C)N1CCC(CC1)C(F)C1=C(C=C(C=C1)F)F,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,FC1=C(C=CC(=C1)F)C(C1CCN(CC1)C1=C(N=C2C(=N1)CNCC2)NC(C)C)F,,,,
223.45408190256023,CC(C)([O-])C.[Na+],CC(C)N,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)Cl,,C1(=CC=CC=C1)C,C=1C=CC(=CC1)P(C=2C=CC=CC2)C3=CC=C4C=CC=CC4=C3C5=C6C=CC=CC6=CC=C5P(C=7C=CC=CC7)C=8C=CC=CC8,C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC(C)C,C(=O)(C(F)(F)F)O,,,,
308.71585068941397,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)OC1=C(C=C(C=C1)OC)F)NC(C)C,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,FC1=C(OC2CCN(CC2)C=2N=C3C(=NC2NC(C)C)CNCC3)C=CC(=C1)OC,,,,
293.073077118812,OC(=O)C(F)(F)F.C(C1=CC=CC=C1)N1CC2=NC(=C(N=C2CC1)N1CCC(CC1)C(F)C1=C(C=C(C=C1)F)F)NC(C)C,,,,C1CCOC1,[OH-].[OH-].[Pd+2],C(=O)(C(F)(F)F)O,FC1=C(C=CC(=C1)F)C(C1CCN(CC1)C=1N=C2C(=NC1NC(C)C)CNCC2)F,,,,
