temperature,reactant_0,reactant_1,reactant_2,reactant_3,solvent_0,catalyst_0,product_0,product_1,product_2,product_3,reagent_0,product_4,product_5,reactant_4,reactant_5,reactant_6,reactant_7
411.5449096000434,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
341.65230035762687,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
404.81246300177054,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
382.43576296021445,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
394.51210934643206,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
382.068559224159,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
388.6651483498103,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
422.497417584025,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
325.89904061182426,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
397.20037521711384,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
353.5423020955498,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
370.8520310399738,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
387.4917978657826,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
328.42769791919284,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
398.68833578392275,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
324.21808124519197,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
341.48326678623687,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
423.3650107927517,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
382.07955304556356,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
352.20103949762546,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
337.2201688741735,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
351.0661022693171,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
332.1866709038347,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
405.9152979115105,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
351.83172150585654,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
353.5939578934092,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
355.12955823525147,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
389.45418262677106,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
350.9456760407662,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
349.3298490915738,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
347.1173700990347,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
325.2843269374242,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
328.1276107943074,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
353.5178991967664,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
423.1697018440153,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
402.0042940221233,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
370.8533259421339,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
376.6760683122428,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
331.32918071019026,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
412.0054455930664,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
351.175890473445,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
339.6363248232181,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
391.5916544889545,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
418.59607662635887,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
424.0256393664457,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[K+],,,,,[OH-].[K+],
411.71462408257196,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Cs+].[Cs+].[O-]C(=O)[O-],,,,,[Cs+].[Cs+].[O-]C(=O)[O-],
398.97737614711286,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].CC(=O)[O-],,,,,[K+].CC(=O)[O-],
393.3784630530819,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,O,,,,,O,
356.17765545990363,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[OH-].[Na+],,,,,[OH-].[Na+],
410.39343323874016,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[Na+].OC(=O)[O-],,,,,[Na+].OC(=O)[O-],
357.55182914166994,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[F-].[Cs+],,,,,[F-].[Cs+],
334.3619305398764,Cc1ccc2c(cnn2C2CCCCO2)c1B(O)O,Brc1ccc2ncccc2c1,,,CO,CC(=O)[O-].CC(=O)[O-].[Pd+2],CC(C=CC1=C2C=NN1C3CCCCO3)=C2C4=CC(C=CC=N5)=C5C=C4,C12=CC=CC=C1N=CC=C2,C1(C2=CC(C=CC=N3)=C3C=C2)=CC=C4C(C=CC=N4)=C1,CC1=CC2=C(N(C3CCCCO3)N=C2)C=C1,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],,,,,[K+].[K+].[K+].[O-]P(=O)([O-])[O-],
